"","record_id","collection","project_id","protocol_id","protocol_type","species_id","statprov_code","country_code","SiteCode","latitude","longitude","bcr","subnational2_code","iba_site","utm_square","survey_year","survey_month","survey_week","survey_day","breeding_rank","GlobalUniqueIdentifier","DateLastModified","BasisOfRecord","InstitutionCode","CollectionCode","CatalogNumber","ScientificName","HigherTaxon","Kingdom","Phylum","Class","OrderTaxon","Family","Genus","SpecificEpithet","InfraspecificRank","InfraspecificEpithet","ScientificNameAuthor","IdentificationQualifier","HigherGeography","Continent","WaterBody","IslandGroup","Island","Country","StateProvince","County","Locality","MinimumElevationInMeters","MaximumElevationInMeters","MinimumDepthInMeters","MaximumDepthInMeters","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","YearCollected","MonthCollected","DayCollected","TimeCollected","JulianDay","Collector","Sex","LifeStage","ImageURL","RelatedInformation","CollectorNumber","FieldNumber","FieldNotes","OriginalCoordinatesSystem","LatLongComments","GeoreferenceMethod","GeoreferenceReferences","GeoreferenceVerificationStatus","Remarks","FootprintWKT","FootprintSRS","ProjectCode","ProtocolType","ProtocolCode","ProtocolSpeciesTargeted","ProtocolReference","ProtocolURL","SurveyAreaIdentifier","SurveyAreaSize","SurveyAreaPercentageCovered","SurveyAreaShape","SurveyAreaLongAxisLength","SurveyAreaShortAxisLength","SurveyAreaLongAxisOrientation","CoordinatesScope","SamplingEventIdentifier","SamplingEventStructure","RouteIdentifier","TimeObservationsStarted","TimeObservationsEnded","DurationInHours","TimeIntervalStarted","TimeIntervalEnded","TimeIntervalsAdditive","NumberOfObservers","EffortMeasurement1","EffortUnits1","EffortMeasurement2","EffortUnits2","EffortMeasurement3","EffortUnits3","EffortMeasurement4","EffortUnits4","EffortMeasurement5","EffortUnits5","EffortMeasurement6","EffortUnits6","EffortMeasurement7","EffortUnits7","EffortMeasurement8","EffortUnits8","EffortMeasurement9","EffortUnits9","EffortMeasurement10","EffortUnits10","EffortMeasurement11","EffortUnits11","EffortMeasurement12","EffortUnits12","EffortMeasurement13","EffortUnits13","EffortMeasurement14","EffortUnits14","EffortMeasurement15","EffortUnits15","EffortMeasurement16","EffortUnits16","EffortMeasurement17","EffortUnits17","EffortMeasurement18","EffortUnits18","NoObservations","DistanceFromObserver","DistanceFromObserverMin","DistanceFromObserverMax","DistanceFromStart","BearingInDegrees","SpecimenDecimalLatitude","SpecimenDecimalLongitude","SpecimenGeodeticDatum","SpecimenUTMZone","SpecimenUTMNorthing","SpecimenUTMEasting","ObservationCount","ObservationDescriptor","ObservationCount2","ObservationDescriptor2","ObservationCount3","ObservationDescriptor3","ObservationCount4","ObservationDescriptor4","ObservationCount5","ObservationDescriptor5","ObservationCount6","ObservationDescriptor6","ObsCountAtLeast","ObsCountAtMost","ObservationDate","DateUncertaintyInDays","AllIndividualsReported","AllSpeciesReported","UTMZone","UTMNorthing","UTMEasting","CoordinatesUncertaintyInDecimalDegrees","CommonName","RecordPermissions","MultiScientificName1","MultiScientificName2","MultiScientificName3","MultiScientificName4","MultiScientificName5","MultiScientificName6","TaxonomicAuthorityAuthors","TaxonomicAuthorityVersion","TaxonomicAuthorityYear","SpeciesCode","TaxonConceptID","BreedingBirdAtlasCode","HabitatDescription","Remarks2","LastModifiedAction","RecordReviewStatus","year","month"
"11",968198019,"BCMA",1008,NA,3,5850,"BC","CA","24-115",48.613834,-123.271767,NA,NA,NA,"10TDU78",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:86-ANMU-1426",NA,"Observation","BSC-EOC","BCMA","86-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Halibut-Mandarte",NA,NA,NA,NA,"48.6138","-123.272",NA,NA,"2008","11","18","11.1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","24-115",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-86","SurveyID",NA,"11.1833","11.5667","0.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","Total count","5","Port section","18","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"12",968198020,"BCMA",1008,NA,3,5850,"BC","CA","5-137",48.655117,-123.274002,NA,NA,NA,"10TDU78",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:87-ANMU-1449",NA,"Observation","BSC-EOC","BCMA","87-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Haro Strait North",NA,NA,NA,NA,"48.6551","-123.274",NA,NA,"2008","11","18","11.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","5-137",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-87","SurveyID",NA,"11.6667","12","0.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","Total count","15","Port section","117","Central section","50","Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"13",968198021,"BCMA",1008,NA,3,5850,"BC","CA","5-151",48.682266,-123.28273,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:87-ANMU-1460",NA,"Observation","BSC-EOC","BCMA","87-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Haro Strait North",NA,NA,NA,NA,"48.6823","-123.283",NA,NA,"2008","11","18","11.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","5-151",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-87","SurveyID",NA,"11.6667","12","0.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","Total count",NA,"Port section","18","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"14",968198022,"BCMA",1008,NA,3,5850,"BC","CA","5-152",48.68425,-123.284447,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:87-ANMU-1461",NA,"Observation","BSC-EOC","BCMA","87-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Haro Strait North",NA,NA,NA,NA,"48.6842","-123.284",NA,NA,"2008","11","18","11.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","5-152",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-87","SurveyID",NA,"11.6667","12","0.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","Total count",NA,"Port section","28","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"15",968198023,"BCMA",1008,NA,3,5850,"BC","CA","21-165",48.695732,-123.31665,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:88-ANMU-1466",NA,"Observation","BSC-EOC","BCMA","88-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Prevost Passage",NA,NA,NA,NA,"48.6957","-123.317",NA,NA,"2008","11","18","12.0167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","21-165",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-88","SurveyID",NA,"12.0167","12.3667","0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Total count",NA,"Port section","5","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"16",968198024,"BCMA",1008,NA,3,5850,"BC","CA","21-168",48.694901,-123.326668,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:88-ANMU-1468",NA,"Observation","BSC-EOC","BCMA","88-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Prevost Passage",NA,NA,NA,NA,"48.6949","-123.327",NA,NA,"2008","11","18","12.0167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","21-168",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-88","SurveyID",NA,"12.0167","12.3667","0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","Total count","4","Port section","3","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"17",968198025,"BCMA",1008,NA,3,5850,"BC","CA","21-172",48.701698,-123.331665,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:88-ANMU-1473",NA,"Observation","BSC-EOC","BCMA","88-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Prevost Passage",NA,NA,NA,NA,"48.7017","-123.332",NA,NA,"2008","11","18","12.0167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","21-172",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-88","SurveyID",NA,"12.0167","12.3667","0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Total count","2","Port section",NA,"Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"18",968198026,"BCMA",1008,NA,3,5850,"BC","CA","19-192",48.744865,-123.349068,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:89-ANMU-1487",NA,"Observation","BSC-EOC","BCMA","89-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Swanson Channel West - Channel Islets",NA,NA,NA,NA,"48.7449","-123.349",NA,NA,"2008","11","18","12.3833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","19-192",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-89","SurveyID",NA,"12.3833","12.6833","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","Total count",NA,"Port section","16","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"19",968198027,"BCMA",1008,NA,3,5850,"BC","CA","19-197",48.75565,-123.353401,NA,NA,NA,"10UDV70",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:89-ANMU-1491",NA,"Observation","BSC-EOC","BCMA","89-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Swanson Channel West - Channel Islets",NA,NA,NA,NA,"48.7556","-123.353",NA,NA,"2008","11","18","12.3833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","19-197",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-89","SurveyID",NA,"12.3833","12.6833","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","Total count",NA,"Port section",NA,"Central section","15","Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"20",968198028,"BCMA",1008,NA,3,5850,"BC","CA","19-212",48.787167,-123.369865,NA,NA,NA,"10UDV70",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:89-ANMU-1496",NA,"Observation","BSC-EOC","BCMA","89-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Swanson Channel West - Channel Islets",NA,NA,NA,NA,"48.7872","-123.37",NA,NA,"2008","11","18","12.3833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","19-212",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-89","SurveyID",NA,"12.3833","12.6833","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Total count",NA,"Port section",NA,"Central section","5","Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"21",968198029,"BCMA",1008,NA,3,5850,"BC","CA","19-217",48.797451,-123.376587,NA,NA,NA,"10UDV70",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:89-ANMU-1497",NA,"Observation","BSC-EOC","BCMA","89-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Swanson Channel West - Channel Islets",NA,NA,NA,NA,"48.7975","-123.377",NA,NA,"2008","11","18","12.3833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","19-217",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-89","SurveyID",NA,"12.3833","12.6833","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","Total count",NA,"Port section","15","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"22",968198030,"BCMA",1008,NA,3,5850,"BC","CA","8-393",48.777767,-123.048798,NA,NA,NA,"10UDV90",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:102-ANMU-1568",NA,"Observation","BSC-EOC","BCMA","102-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Boundary Pass (South Pender - East Point)",NA,NA,NA,NA,"48.7778","-123.049",NA,NA,"2008","11","18","14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","8-393",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-102","SurveyID",NA,"14.6","15.0333","0.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Total count",NA,"Port section","5","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"23",968198031,"BCMA",1008,NA,3,5850,"BC","CA","8-424",48.748817,-123.1399,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:102-ANMU-1576",NA,"Observation","BSC-EOC","BCMA","102-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Boundary Pass (South Pender - East Point)",NA,NA,NA,NA,"48.7488","-123.14",NA,NA,"2008","11","18","14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","8-424",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-102","SurveyID",NA,"14.6","15.0333","0.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","Total count",NA,"Port section","4","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"24",968198032,"BCMA",1008,NA,3,5850,"BC","CA","8-428",48.743866,-123.151001,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:102-ANMU-1577",NA,"Observation","BSC-EOC","BCMA","102-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Boundary Pass (South Pender - East Point)",NA,NA,NA,NA,"48.7439","-123.151",NA,NA,"2008","11","18","14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","8-428",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-102","SurveyID",NA,"14.6","15.0333","0.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Total count",NA,"Port section","10","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"25",968198033,"BCMA",1008,NA,3,5850,"BC","CA","25-433",48.737667,-123.164864,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:103-ANMU-1579",NA,"Observation","BSC-EOC","BCMA","103-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Blunden - Tilly Point",NA,NA,NA,NA,"48.7377","-123.165",NA,NA,"2008","11","18","15.0333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","25-433",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-103","SurveyID",NA,"15.0333","15.1667","0.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Total count","10","Port section",NA,"Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
