OBJECTID,TransectID,LAST_DateTime,FirstDateTime,TransectCode,SurveyYear,Shape_Length
57,134,2016-12-15 13:04:02,2016-12-15 12:58:44,20,2017,48802.453768656218017
58,138,2016-12-15 13:06:07,2016-12-15 13:05:10,20,2017,8003.303119610640351
59,141,2016-12-15 13:09:58,2016-12-15 13:08:06,20,2017,17584.545426184049575
60,145,2016-12-15 13:19:24,2016-12-15 13:12:10,20,2017,60945.299575703262235
61,147,2016-12-15 13:24:47,2016-12-15 13:22:30,20,2017,21443.000058493100369
62,150,2016-12-15 13:41:35,2016-12-15 13:26:08,10,2017,133011.192573297739727
63,153,2016-12-15 13:55:14,2016-12-15 13:45:58,20,2017,80030.041564157945686
64,156,2016-12-22 10:28:41,2016-12-22 10:17:36,10,2017,92336.024315059214132
65,158,2016-12-22 10:32:11,2016-12-22 10:28:59,10,2017,25654.501657352546317
66,161,2016-12-22 10:35:47,2016-12-22 10:33:09,20,2017,25202.826679666148266
67,163,2016-12-22 10:36:49,2016-12-22 10:36:17,20,2017,5276.203181465702983
68,167,2016-12-22 10:38:04,2016-12-22 10:37:10,20,2017,9054.040245940912428
69,169,2016-12-22 10:40:58,2016-12-22 10:38:23,20,2017,24032.921055727350904
70,171,2016-12-22 10:46:23,2016-12-22 10:41:17,20,2017,47274.790592050478153
71,174,2016-12-22 10:51:01,2016-12-22 10:48:41,10,2017,18748.510868747500353
72,176,2016-12-22 10:54:28,2016-12-22 10:51:56,10,2017,20318.956892738275201
73,178,2016-12-22 11:09:20,2016-12-22 10:58:35,10,2017,90697.115872918424429
74,180,2016-12-22 11:18:01,2016-12-22 11:10:04,10,2017,67398.873824248992605
75,182,2016-12-22 11:19:30,2016-12-22 11:18:33,10,2017,8083.735058473987010
76,183,2016-12-22 11:20:16,2016-12-22 11:19:30,20,2017,6204.626541631989312
77,186,2016-12-22 11:22:45,2016-12-22 11:21:35,10,2017,10393.866758435315205
78,189,2016-12-22 11:27:29,2016-12-22 11:26:10,20,2017,11063.335349362596389
79,192,2016-12-22 11:34:47,2016-12-22 11:29:06,10,2017,48610.065135150696733
80,193,2016-12-22 11:34:48,2016-12-22 11:34:47,10,2017,129.422676601758184
81,197,2016-12-22 11:48:37,2016-12-22 11:38:44,20,2017,82303.531240064694430
82,200,2016-12-22 11:56:32,2016-12-22 11:50:16,10,2017,51927.362577973559382
83,202,2016-12-22 11:58:53,2016-12-22 11:57:49,10,2017,9063.318626392489023
84,204,2016-12-22 12:03:22,2016-12-22 12:00:21,10,2017,28681.749242420788505
85,206,2016-12-22 12:53:33,2016-12-22 12:46:51,10,2017,59162.492904541701137
86,208,2016-12-22 13:00:36,2016-12-22 12:59:29,10,2017,9616.334063071823039
87,211,2016-12-22 13:02:10,2016-12-22 13:00:53,20,2017,9845.254582369308991
88,214,2016-12-22 13:07:22,2016-12-22 13:03:06,10,2017,40594.175248365732841
89,216,2016-12-22 13:09:03,2016-12-22 13:08:44,10,2017,2897.390605334353495
90,218,2016-12-22 13:10:08,2016-12-22 13:09:55,10,2017,1761.582315877882593
91,220,2016-12-22 13:12:59,2016-12-22 13:10:46,10,2017,19177.689279578426067
92,223,2016-12-22 13:19:48,2016-12-22 13:13:48,20,2017,52210.513566108733357
93,226,2016-12-22 13:21:43,2016-12-22 13:19:55,10,2017,16056.163158071945873
94,229,2016-12-22 13:42:25,2016-12-22 13:22:37,20,2017,167203.552759761863854
95,233,2016-12-22 13:49:23,2016-12-22 13:43:57,20,2017,49615.100749691686360
96,236,2016-12-22 13:52:36,2016-12-22 13:50:31,10,2017,17942.403326494026260
97,239,2017-01-05 10:50:54,2017-01-05 10:45:25,10,2017,50931.284052014256304
98,241,2017-01-05 10:57:21,2017-01-05 10:51:41,10,2017,48167.477747355347674
99,244,2017-01-05 11:20:55,2017-01-05 11:00:08,20,2017,175938.674644902115688
100,247,2017-01-05 12:10:57,2017-01-05 11:58:53,10,2017,105728.709357036626898
101,250,2017-01-05 12:49:20,2017-01-05 12:11:47,20,2017,323089.366460804361850
102,252,2017-01-05 13:05:01,2017-01-05 12:55:54,20,2017,77787.504942499886965
103,255,2017-01-05 13:14:52,2017-01-05 13:07:18,10,2017,63016.198095111445582
104,257,2017-01-05 13:31:27,2017-01-05 13:15:36,10,2017,133033.665742903162027
105,259,2017-01-05 13:32:03,2017-01-05 13:31:37,10,2017,3690.410143333087944
106,261,2017-01-05 13:34:42,2017-01-05 13:32:16,10,2017,20248.909638950728549
107,263,2017-01-05 13:37:46,2017-01-05 13:34:51,10,2017,22785.646267007581628
108,266,2017-01-05 13:41:02,2017-01-05 13:38:46,20,2017,19418.391595771379798
109,267,2017-01-05 13:42:19,2017-01-05 13:41:02,10,2017,10885.959268838627395
110,270,2017-01-05 13:56:25,2017-01-05 13:48:12,20,2017,71146.852013772047940
111,272,2017-01-05 14:01:06,2017-01-05 13:58:21,20,2017,24497.806479141901946
112,276,2017-01-06 10:54:48,2017-01-06 10:53:25,20,2017,11528.534971063609191
113,279,2017-01-06 11:03:26,2017-01-06 10:55:56,10,2017,62113.802243915510189
114,282,2017-01-06 11:11:25,2017-01-06 11:06:27,20,2017,44512.183875031354546
115,284,2017-01-06 11:29:32,2017-01-06 11:14:10,20,2017,129774.260455845898832
116,286,2017-01-06 11:30:59,2017-01-06 11:30:13,20,2017,6885.613563569930193
117,289,2017-01-06 11:38:37,2017-01-06 11:33:43,10,2017,44083.690857680652698
118,291,2017-01-06 11:45:26,2017-01-06 11:39:29,10,2017,54190.391837389965076
119,293,2017-01-06 11:49:49,2017-01-06 11:49:40,10,2017,1419.937081334070854
120,295,2017-01-06 11:57:44,2017-01-06 11:50:25,10,2017,60548.255235244490905
121,298,2017-01-06 12:00:14,2017-01-06 11:58:47,20,2017,12771.971131125470492
122,301,2017-01-06 12:06:02,2017-01-06 12:02:42,10,2017,27801.396192420772422
123,304,2017-01-06 12:50:18,2017-01-06 12:45:45,20,2017,40702.092141760702361
124,306,2017-01-06 12:56:03,2017-01-06 12:53:34,20,2017,22565.326435695231339
125,309,2017-01-06 13:11:55,2017-01-06 12:57:08,10,2017,129428.647855887931655
126,312,2017-01-06 13:16:17,2017-01-06 13:14:35,20,2017,14282.797886233867757
127,314,2017-01-06 13:20:11,2017-01-06 13:17:47,20,2017,20020.874718243463576
128,317,2017-01-06 13:32:47,2017-01-06 13:25:35,10,2017,63761.294936904996575
129,320,2017-01-06 13:36:12,2017-01-06 13:33:53,20,2017,20316.508971904931968
130,322,2017-01-06 13:38:32,2017-01-06 13:36:18,20,2017,19530.029631939920364
131,325,2017-01-06 13:52:42,2017-01-06 13:40:32,10,2017,105456.956295489537297
132,328,2017-01-06 14:00:45,2017-01-06 13:54:01,20,2017,60031.975792056044156
133,331,2017-01-09 10:33:48,2017-01-09 10:24:26,20,2017,83031.319279925388400
134,334,2017-01-09 10:36:03,2017-01-09 10:35:26,10,2017,5704.384603262402379
135,336,2017-01-09 10:37:29,2017-01-09 10:36:48,10,2017,5905.468831427774603
136,339,2017-01-09 10:48:05,2017-01-09 10:41:39,20,2017,59979.079276135897089
137,341,2017-01-09 10:53:00,2017-01-09 10:49:01,20,2017,30800.318005191966222
138,343,2017-01-09 11:00:20,2017-01-09 10:53:07,20,2017,60316.922408482270839
139,346,2017-01-09 11:20:46,2017-01-09 11:02:27,10,2017,160556.995894868625328
140,348,2017-01-09 11:24:39,2017-01-09 11:22:28,10,2017,18572.589836313713022
141,350,2017-01-09 11:24:58,2017-01-09 11:24:47,10,2017,1768.292819263997444
142,352,2017-01-09 11:25:19,2017-01-09 11:25:08,10,2017,1699.876436005882852
143,356,2017-01-09 11:29:10,2017-01-09 11:28:55,10,2017,2439.323118833345234
144,357,2017-01-09 11:30:40,2017-01-09 11:29:10,20,2017,15242.513269676132040
145,359,2017-01-09 11:35:31,2017-01-09 11:31:35,20,2017,33985.085418330869288
146,361,2017-01-09 11:56:03,2017-01-09 11:36:06,20,2017,171615.891785459767561
147,365,2017-01-12 10:34:01,2017-01-12 10:26:33,20,2017,63719.201708367960237
148,368,2017-01-12 10:50:04,2017-01-12 10:35:45,10,2017,129618.010282681338140
149,370,2017-01-12 11:16:55,2017-01-12 10:50:38,10,2017,238549.157714688510168
150,372,2017-01-12 11:18:42,2017-01-12 11:17:57,10,2017,6165.041407402934965
151,374,2017-01-12 11:23:59,2017-01-12 11:20:01,10,2017,35720.635678829065000
152,376,2017-01-12 11:24:44,2017-01-12 11:24:16,10,2017,4432.494853592481377
153,378,2017-01-12 11:29:30,2017-01-12 11:25:54,10,2017,32791.203484354497050
154,379,2017-01-12 11:51:50,2017-01-12 11:29:30,20,2017,185352.811900768167106
155,381,2017-01-12 12:08:51,2017-01-12 11:52:31,20,2017,164597.644924969790736
156,383,2017-01-12 13:17:57,2017-01-12 12:57:53,20,2017,176138.219977736618603
157,385,2017-01-12 13:45:35,2017-01-12 13:32:50,20,2017,120861.506744676938979
158,387,2017-01-12 13:50:07,2017-01-12 13:47:28,20,2017,23437.028784061203623
159,389,2017-01-12 13:56:07,2017-01-12 13:51:58,20,2017,39791.033770867070416
160,391,2017-01-12 14:19:03,2017-01-12 14:02:51,20,2017,147086.343309985182714
161,394,2017-01-13 10:37:37,2017-01-13 10:29:02,10,2017,70447.594390816448140
162,397,2017-01-13 10:39:34,2017-01-13 10:38:27,20,2017,10110.505939271241004
163,400,2017-01-13 10:44:09,2017-01-13 10:41:27,10,2017,24603.775622067747463
164,403,2017-01-13 10:45:38,2017-01-13 10:44:52,20,2017,7006.522388011160729
165,405,2017-01-13 10:55:46,2017-01-13 10:54:34,20,2017,11452.954908229188732
166,408,2017-01-13 11:05:47,2017-01-13 10:57:49,10,2017,70287.762136631223257
167,411,2017-01-13 11:08:42,2017-01-13 11:07:18,20,2017,11829.140891394225036
168,413,2017-01-13 11:11:50,2017-01-13 11:09:10,20,2017,22447.946590047904465
169,416,2017-01-13 11:19:08,2017-01-13 11:15:17,10,2017,34980.145932321400323
170,418,2017-01-13 11:25:47,2017-01-13 11:20:52,10,2017,40680.431401877067401
171,421,2017-01-13 11:33:34,2017-01-13 11:26:19,20,2017,65585.628514788186294
172,423,2017-01-13 11:48:21,2017-01-13 11:40:45,20,2017,69913.913334707554895
173,426,2017-01-13 11:58:48,2017-01-13 11:50:28,10,2017,68423.538223764509894
174,428,2017-01-13 12:03:41,2017-01-13 11:59:38,10,2017,35776.778082768229069
175,430,2017-01-13 12:44:02,2017-01-13 12:41:56,10,2017,18385.338465589251427
176,432,2017-01-13 12:53:23,2017-01-13 12:44:18,10,2017,83055.560954677392147
177,435,2017-01-13 13:01:49,2017-01-13 12:54:23,20,2017,65527.468954872638278
178,437,2017-01-13 13:07:56,2017-01-13 13:04:03,20,2017,34531.931180876010330
179,439,2017-01-13 13:33:58,2017-01-13 13:19:04,20,2017,128672.567173489267589
180,441,2017-01-13 13:39:57,2017-01-13 13:35:12,20,2017,44975.764126582202152
181,443,2017-01-13 13:47:23,2017-01-13 13:41:46,20,2017,51566.663069366637501
182,445,2017-01-13 13:51:00,2017-01-13 13:47:33,20,2017,31931.334805212998617
183,448,2017-01-13 13:54:05,2017-01-13 13:52:34,10,2017,12928.286273484163758
184,450,2017-01-13 13:56:00,2017-01-13 13:55:01,10,2017,8712.502697408997847
185,452,2017-01-13 14:01:18,2017-01-13 13:56:09,10,2017,44549.511489857140987
186,454,2017-01-13 14:12:18,2017-01-13 14:02:25,10,2017,85368.624269654901582
187,457,2017-01-14 9:45:44,2017-01-14 9:40:17,10,2017,42959.709938685533416
188,459,2017-01-14 9:47:39,2017-01-14 9:46:35,10,2017,8948.642913223733558
189,461,2017-01-14 10:00:29,2017-01-14 9:49:36,10,2017,86207.006213052678504
190,464,2017-01-14 10:10:43,2017-01-14 10:03:00,20,2017,64862.063917833918822
191,467,2017-01-14 10:20:50,2017-01-14 10:12:39,10,2017,71551.551987520986586
192,470,2017-01-14 10:26:05,2017-01-14 10:23:11,20,2017,25672.556201270108431
193,473,2017-01-14 10:27:12,2017-01-14 10:26:32,10,2017,5849.225179740882595
194,474,2017-01-14 10:33:48,2017-01-14 10:27:12,20,2017,63584.890910379101115
195,475,2017-01-14 10:36:42,2017-01-14 10:33:48,10,2017,26685.116029432119831
196,478,2017-01-14 10:38:38,2017-01-14 10:36:56,20,2017,15120.414834356848587
197,481,2017-01-14 10:41:50,2017-01-14 10:40:33,10,2017,11286.017264141641135
198,482,2017-01-14 10:59:26,2017-01-14 10:41:50,20,2017,162944.119388597900979
199,484,2017-01-14 11:24:40,2017-01-14 10:59:32,20,2017,234137.291441475390457
200,486,2017-01-14 12:43:45,2017-01-14 12:16:24,20,2017,258807.853487445274368
201,488,2017-01-14 12:49:08,2017-01-14 12:44:48,20,2017,40204.831927317900409
202,490,2017-01-14 13:03:35,2017-01-14 12:54:32,20,2017,87190.385265216609696
203,492,2017-01-14 13:14:45,2017-01-14 13:04:37,20,2017,96691.367502153167152
204,494,2017-01-14 13:40:36,2017-01-14 13:16:16,20,2017,225355.189120877854293
205,496,2017-01-14 13:45:27,2017-01-14 13:44:19,20,2017,10612.841443773608262
206,498,2017-01-14 13:51:25,2017-01-14 13:47:27,20,2017,37216.719880487784394
207,500,2017-01-14 14:00:21,2017-01-14 13:53:05,20,2017,69312.113894609996350
208,502,2017-01-14 14:03:13,2017-01-14 14:01:14,20,2017,19567.907717757476348
209,505,2017-01-19 10:18:42,2017-01-19 10:00:16,20,2017,167744.473913517867913
210,507,2017-01-19 10:32:47,2017-01-19 10:19:49,20,2017,121526.957111272844486
211,509,2017-01-19 10:53:08,2017-01-19 10:35:34,20,2017,162880.261252204887569
212,511,2017-01-19 11:12:28,2017-01-19 11:03:39,20,2017,82524.645434053483768
213,513,2017-01-19 11:29:13,2017-01-19 11:28:19,20,2017,9363.182253194547229
214,515,2017-01-19 11:45:31,2017-01-19 11:30:40,20,2017,142070.033257006463828
215,517,2017-01-19 12:31:49,2017-01-19 12:25:24,20,2017,59289.679978878513793
216,520,2017-01-19 12:39:52,2017-01-19 12:37:27,10,2017,22164.369131407376699
217,522,2017-01-19 12:43:22,2017-01-19 12:41:18,10,2017,18290.542958550930052
218,524,2017-01-19 12:48:19,2017-01-19 12:44:22,10,2017,34805.219803618063452
219,526,2017-01-19 12:48:57,2017-01-19 12:48:36,10,2017,3214.719244079394684
220,528,2017-01-19 12:50:25,2017-01-19 12:49:35,10,2017,7188.060902545664248
221,530,2017-01-19 12:51:42,2017-01-19 12:51:13,10,2017,4464.816864546087345
222,533,2017-01-19 13:02:20,2017-01-19 12:52:48,20,2017,84064.710945175829693
223,536,2017-01-19 13:05:31,2017-01-19 13:04:04,10,2017,13801.790315443377040
224,538,2017-01-19 13:10:25,2017-01-19 13:05:44,10,2017,44627.841985912848031
225,540,2017-01-19 13:11:32,2017-01-19 13:11:23,10,2017,1318.585504389537391
226,542,2017-01-19 13:15:07,2017-01-19 13:11:45,10,2017,31470.043144166655111
227,544,2017-01-19 13:19:08,2017-01-19 13:15:20,10,2017,33876.537485491782718
228,546,2017-01-19 13:20:08,2017-01-19 13:19:22,10,2017,6910.784899957438029
229,548,2017-01-19 13:24:33,2017-01-19 13:20:47,10,2017,35825.679144075809745
230,550,2017-01-19 13:25:14,2017-01-19 13:25:06,10,2017,1138.588250779677992
231,552,2017-01-19 13:27:50,2017-01-19 13:26:16,10,2017,14288.301481303175024
232,554,2017-01-19 13:28:35,2017-01-19 13:28:04,10,2017,4811.457681082312774
233,556,2017-01-19 13:35:26,2017-01-19 13:28:55,10,2017,57663.220854114391841
234,558,2017-01-19 13:40:08,2017-01-19 13:35:35,10,2017,39959.772172408098413
235,560,2017-01-19 13:41:56,2017-01-19 13:41:42,10,2017,1898.757665931193742
236,563,2017-01-19 13:46:37,2017-01-19 13:42:49,20,2017,38727.111723551875912
237,566,2017-01-19 13:50:32,2017-01-19 13:48:43,10,2017,17129.876517678552773
238,568,2017-01-19 13:53:40,2017-01-19 13:50:46,10,2017,24057.668813437729114
239,571,2017-01-19 13:56:42,2017-01-19 13:56:26,20,2017,2319.508134672213146
240,573,2017-01-19 13:59:35,2017-01-19 13:57:12,20,2017,19410.566608415607334
241,576,2017-01-23 9:58:16,2017-01-23 9:53:37,20,2017,38553.009737035456055
242,578,2017-01-23 10:00:31,2017-01-23 9:58:46,20,2017,14605.798127553931408
243,580,2017-01-23 10:03:08,2017-01-23 10:00:46,20,2017,20352.891028768550314
244,582,2017-01-23 10:24:15,2017-01-23 10:06:16,20,2017,154469.801522676862078
245,584,2017-01-23 10:24:54,2017-01-23 10:24:43,20,2017,1624.877796053979182
246,587,2017-01-23 10:27:44,2017-01-23 10:25:45,10,2017,17117.530581653183617
247,590,2017-01-23 10:33:28,2017-01-23 10:31:14,20,2017,19440.156385873164254
248,593,2017-01-23 10:36:25,2017-01-23 10:33:43,10,2017,23629.267326043045614
249,595,2017-01-23 10:39:16,2017-01-23 10:37:07,10,2017,18970.826464884296001
250,597,2017-01-23 10:40:31,2017-01-23 10:40:22,10,2017,1328.489863843073181
251,599,2017-01-23 10:42:29,2017-01-23 10:40:41,10,2017,15674.544246608247704
252,601,2017-01-23 10:44:56,2017-01-23 10:43:01,10,2017,16014.027983529153062
253,603,2017-01-23 10:48:00,2017-01-23 10:45:04,10,2017,25190.581196480979997
254,605,2017-01-23 10:49:14,2017-01-23 10:48:08,20,2017,9579.517081869500544
255,607,2017-01-23 10:50:16,2017-01-23 10:49:55,10,2017,2684.519074934999026
256,609,2017-01-23 10:51:30,2017-01-23 10:50:28,10,2017,8647.986628944505355
257,612,2017-01-23 10:58:49,2017-01-23 10:54:06,20,2017,40180.543714226558222
258,615,2017-01-23 11:05:08,2017-01-23 10:59:40,10,2017,46554.629644306522096
259,617,2017-01-23 11:05:52,2017-01-23 11:05:18,10,2017,4906.642820948436565
260,619,2017-01-23 11:08:41,2017-01-23 11:06:18,10,2017,19486.308297695315559
261,621,2017-01-23 11:12:59,2017-01-23 11:08:49,10,2017,35560.573205911547120
262,623,2017-01-23 11:14:25,2017-01-23 11:13:08,10,2017,11361.859191391724380
263,625,2017-01-23 11:15:48,2017-01-23 11:14:31,10,2017,11015.346066730659004
264,627,2017-01-23 11:17:01,2017-01-23 11:15:57,10,2017,9569.551714227049160
265,630,2017-01-23 11:25:58,2017-01-23 11:22:35,20,2017,30454.271489518188901
266,632,2017-01-23 11:26:54,2017-01-23 11:26:14,20,2017,6130.365515120593045
267,633,2017-01-23 11:27:10,2017-01-23 11:26:54,10,2017,2652.088340593365047
268,636,2017-01-23 11:28:41,2017-01-23 11:28:11,20,2017,4626.461440609416059
269,638,2017-01-23 11:33:13,2017-01-23 11:29:33,20,2017,33098.774808658374241
270,641,2017-01-23 12:39:52,2017-01-23 12:28:44,10,2017,97020.216067127053975
271,644,2017-01-23 12:42:22,2017-01-23 12:40:50,20,2017,13499.629759894778545
272,646,2017-01-23 12:49:00,2017-01-23 12:46:46,20,2017,20160.882945872388518
273,648,2017-01-23 13:03:18,2017-01-23 12:53:38,20,2017,90494.120613655963098
274,651,2017-01-23 13:13:10,2017-01-23 13:05:44,10,2017,67811.325505057757255
275,654,2017-01-23 13:16:28,2017-01-23 13:15:07,20,2017,11977.280102204311333
276,656,2017-01-23 13:35:49,2017-01-23 13:18:13,20,2017,157284.223066054517403
277,658,2017-01-23 13:36:19,2017-01-23 13:35:58,20,2017,2820.082782406199385
278,660,2017-01-23 13:48:29,2017-01-23 13:37:37,20,2017,99919.015505871851929
279,663,2017-01-23 13:50:30,2017-01-23 13:48:36,10,2017,16509.504188180137135
280,666,2017-01-23 13:56:28,2017-01-23 13:50:43,20,2017,52865.182543830946088
281,668,2017-01-23 14:01:44,2017-01-23 13:57:11,20,2017,41855.918645535544783
282,673,2017-01-25 10:23:32,2017-01-25 10:17:06,10,2017,56809.884368175851705
283,675,2017-01-25 10:37:06,2017-01-25 10:30:54,10,2017,54625.611247779881523
284,677,2017-01-25 10:40:55,2017-01-25 10:37:18,10,2017,31576.329269297781138
285,679,2017-01-25 10:43:43,2017-01-25 10:41:02,10,2017,22821.642469051763328
286,681,2017-01-25 10:44:25,2017-01-25 10:43:51,10,2017,5064.925609636170520
287,683,2017-01-25 10:45:55,2017-01-25 10:45:20,10,2017,4951.153950402349437
288,685,2017-01-25 10:47:56,2017-01-25 10:46:47,10,2017,9975.708904577624708
289,687,2017-01-25 10:50:50,2017-01-25 10:48:53,10,2017,17485.283671277800750
290,689,2017-01-25 10:54:27,2017-01-25 10:51:39,10,2017,25382.043766225720901
291,692,2017-01-25 10:57:43,2017-01-25 10:56:59,20,2017,6579.285401317451942
292,694,2017-01-25 11:02:04,2017-01-25 11:00:22,20,2017,14984.954463913622021
293,697,2017-01-25 11:06:26,2017-01-25 11:03:09,10,2017,29410.302112745350314
294,699,2017-01-25 11:11:14,2017-01-25 11:06:41,10,2017,39732.309539913934714
295,701,2017-01-25 11:24:47,2017-01-25 11:13:50,10,2017,95264.807436141942162
296,704,2017-01-25 11:39:09,2017-01-25 11:29:18,20,2017,84469.650657277365099
297,707,2017-01-25 11:48:54,2017-01-25 11:41:26,10,2017,64433.233388804321294
298,710,2017-01-25 11:53:45,2017-01-25 11:50:55,20,2017,25753.052336628239573
299,713,2017-01-25 11:55:32,2017-01-25 11:54:54,10,2017,5462.768370312500338
300,715,2017-01-25 12:39:01,2017-01-25 12:33:11,10,2017,50883.827125312483986
301,718,2017-01-25 12:42:08,2017-01-25 12:41:10,20,2017,8520.900688786585306
302,721,2017-01-25 12:46:10,2017-01-25 12:42:32,10,2017,31782.660022277199459
303,723,2017-01-25 12:48:09,2017-01-25 12:46:33,10,2017,14344.211564526151051
304,725,2017-01-25 12:49:25,2017-01-25 12:48:54,10,2017,4533.979980097789849
305,727,2017-01-25 12:51:06,2017-01-25 12:49:44,10,2017,11970.701125107454573
306,729,2017-01-25 12:52:29,2017-01-25 12:52:16,10,2017,1938.965918945234989
307,731,2017-01-25 12:53:05,2017-01-25 12:52:38,10,2017,4004.546498388088821
308,733,2017-01-25 12:54:51,2017-01-25 12:54:00,10,2017,7486.894076893306192
309,735,2017-01-25 12:56:27,2017-01-25 12:55:01,10,2017,12878.827555194871820
310,737,2017-01-25 12:58:35,2017-01-25 12:57:00,10,2017,13810.720063873208346
311,739,2017-01-25 13:04:29,2017-01-25 13:00:23,10,2017,36534.962715853238478
312,741,2017-01-25 13:06:10,2017-01-25 13:05:28,10,2017,6117.370228933922590
313,743,2017-01-25 13:07:32,2017-01-25 13:07:25,10,2017,1073.192402326878891
314,745,2017-01-25 13:08:23,2017-01-25 13:07:39,10,2017,6184.779937868303932
315,748,2017-01-25 13:14:21,2017-01-25 13:09:42,20,2017,41561.957679639373964
